OBJECTID,GEO_NAME,GEO_PARENT_NAME,DP03_0024E,DP03_0024M
1877,Seneca County,New York,649,108
1878,Steuben County,New York,1467,243
1879,Suffolk County,New York,27389,1401
1880,Sullivan County,New York,1600,277
1881,Tioga County,New York,635,142
1882,Tompkins County,New York,3122,305
1883,Ulster County,New York,5911,545
1884,Warren County,New York,1123,194
1885,Washington County,New York,1187,227
1886,Wayne County,New York,1549,270
1887,Westchester County,New York,25473,1055
1888,Wyoming County,New York,613,193
1889,Yates County,New York,1194,161
1890,Alamance County,North Carolina,2238,361
1891,Alexander County,North Carolina,463,164
1892,Alleghany County,North Carolina,245,93
1893,Anson County,North Carolina,139,86
1894,Ashe County,North Carolina,621,244
1895,Avery County,North Carolina,237,81
1896,Beaufort County,North Carolina,911,223
1897,Bertie County,North Carolina,249,136
1898,Bladen County,North Carolina,301,153
1899,Brunswick County,North Carolina,3282,428
1900,Buncombe County,North Carolina,11877,872
1901,Burke County,North Carolina,1029,239
1902,Cabarrus County,North Carolina,5474,632
1903,Caldwell County,North Carolina,1411,325
1904,Camden County,North Carolina,39,33
1905,Carteret County,North Carolina,1573,187
1906,Caswell County,North Carolina,242,116
1907,Catawba County,North Carolina,2208,350
1908,Chatham County,North Carolina,2450,317
1909,Cherokee County,North Carolina,606,185
1910,Chowan County,North Carolina,201,110
1911,Clay County,North Carolina,152,100
1912,Cleveland County,North Carolina,814,201
1913,Columbus County,North Carolina,359,147
1914,Craven County,North Carolina,1403,301
1915,Cumberland County,North Carolina,5005,505
1916,Currituck County,North Carolina,618,171
1917,Dare County,North Carolina,1269,220
1918,Davidson County,North Carolina,2356,329
1919,Davie County,North Carolina,727,211
1920,Duplin County,North Carolina,567,186
1921,Durham County,North Carolina,8098,656
1922,Edgecombe County,North Carolina,501,150
1923,Forsyth County,North Carolina,8259,620
1924,Franklin County,North Carolina,1385,299
1925,Gaston County,North Carolina,3247,363
1926,Gates County,North Carolina,96,58
1927,Graham County,North Carolina,171,80
1928,Granville County,North Carolina,1126,335
1929,Greene County,North Carolina,117,60
1930,Guilford County,North Carolina,13208,1056
1931,Halifax County,North Carolina,364,124
1932,Harnett County,North Carolina,1638,208
1933,Haywood County,North Carolina,903,206
1934,Henderson County,North Carolina,3179,394
1935,Hertford County,North Carolina,139,66
1936,Hoke County,North Carolina,747,255
1937,Hyde County,North Carolina,189,106
1938,Iredell County,North Carolina,4641,418
1939,Jackson County,North Carolina,792,205
1940,Johnston County,North Carolina,5328,726
1941,Jones County,North Carolina,156,61
1942,Lee County,North Carolina,702,198
1943,Lenoir County,North Carolina,418,148
1944,Lincoln County,North Carolina,1619,242
1945,McDowell County,North Carolina,598,183
1946,Macon County,North Carolina,556,134
1947,Madison County,North Carolina,872,197
1948,Martin County,North Carolina,209,95
1949,Mecklenburg County,North Carolina,38939,1445
1950,Mitchell County,North Carolina,123,65
1951,Montgomery County,North Carolina,111,51
1952,Moore County,North Carolina,2704,406
1953,Nash County,North Carolina,1442,279
1954,New Hanover County,North Carolina,7535,605
1955,Northampton County,North Carolina,223,119
1956,Onslow County,North Carolina,4561,723
1957,Orange County,North Carolina,6510,600
1958,Pamlico County,North Carolina,389,118
1959,Pasquotank County,North Carolina,470,129
1960,Pender County,North Carolina,1614,305
1961,Perquimans County,North Carolina,320,135
1962,Person County,North Carolina,363,133
1963,Pitt County,North Carolina,3435,497
1964,Polk County,North Carolina,445,124
1965,Randolph County,North Carolina,1955,325
1966,Richmond County,North Carolina,401,188
1967,Robeson County,North Carolina,719,146
1968,Rockingham County,North Carolina,1493,308
1969,Rowan County,North Carolina,1939,288
1970,Rutherford County,North Carolina,857,214
1971,Sampson County,North Carolina,773,180
1972,Scotland County,North Carolina,222,90
1973,Stanly County,North Carolina,1216,318
1974,Stokes County,North Carolina,833,240
1975,Surry County,North Carolina,868,184
1976,Swain County,North Carolina,202,88
1977,Transylvania County,North Carolina,1050,234
1978,Tyrrell County,North Carolina,21,25
1979,Union County,North Carolina,7770,540
1980,Vance County,North Carolina,750,202
1981,Wake County,North Carolina,48337,1476
1982,Warren County,North Carolina,192,88
1983,Washington County,North Carolina,87,56
1984,Watauga County,North Carolina,1758,283
1985,Wayne County,North Carolina,1580,319
1986,Wilkes County,North Carolina,813,219
1987,Wilson County,North Carolina,696,177
1988,Yadkin County,North Carolina,719,218
1989,Yancey County,North Carolina,279,84
1990,Adams County,North Dakota,117,42
1991,Barnes County,North Dakota,269,71
1992,Benson County,North Dakota,173,34
1993,Billings County,North Dakota,67,33
1994,Bottineau County,North Dakota,239,61
1995,Bowman County,North Dakota,140,51
1996,Burke County,North Dakota,63,25
1997,Burleigh County,North Dakota,1785,243
1998,Cass County,North Dakota,3468,559
1999,Cavalier County,North Dakota,139,43
2000,Dickey County,North Dakota,209,51
2001,Divide County,North Dakota,173,76
2002,Dunn County,North Dakota,214,58
2003,Eddy County,North Dakota,86,31
2004,Emmons County,North Dakota,247,60
2005,Foster County,North Dakota,116,67
2006,Golden Valley County,North Dakota,109,36
2007,Grand Forks County,North Dakota,1222,226
2008,Grant County,North Dakota,262,49
2009,Griggs County,North Dakota,109,38
2010,Hettinger County,North Dakota,75,27
2011,Kidder County,North Dakota,108,37
2012,LaMoure County,North Dakota,283,70
2013,Logan County,North Dakota,177,46
2014,McHenry County,North Dakota,182,48
2015,McIntosh County,North Dakota,124,44
2016,McKenzie County,North Dakota,551,238
2017,McLean County,North Dakota,472,77
2018,Mercer County,North Dakota,224,56
2019,Morton County,North Dakota,982,171
2020,Mountrail County,North Dakota,393,135
2021,Nelson County,North Dakota,82,40
2022,Oliver County,North Dakota,138,46
2023,Pembina County,North Dakota,187,60
2024,Pierce County,North Dakota,123,50
2025,Ramsey County,North Dakota,269,115
2026,Ransom County,North Dakota,173,50
2027,Renville County,North Dakota,115,46
2028,Richland County,North Dakota,498,86
2029,Rolette County,North Dakota,306,83
2030,Sargent County,North Dakota,172,50
2031,Sheridan County,North Dakota,78,31
2032,Sioux County,North Dakota,103,30
2033,Slope County,North Dakota,86,26
2034,Stark County,North Dakota,772,205
2035,Steele County,North Dakota,148,49
2036,Stutsman County,North Dakota,405,95
2037,Towner County,North Dakota,76,35
2038,Traill County,North Dakota,214,58
2039,Walsh County,North Dakota,213,65
2040,Ward County,North Dakota,1354,237
2041,Wells County,North Dakota,111,35
2042,Williams County,North Dakota,522,189
2043,Adams County,Ohio,494,196
2044,Allen County,Ohio,1134,213
2045,Ashland County,Ohio,904,211
2046,Ashtabula County,Ohio,1156,260
2047,Athens County,Ohio,1118,235
2048,Auglaize County,Ohio,717,160
2049,Belmont County,Ohio,613,134
2050,Brown County,Ohio,1049,283
2051,Butler County,Ohio,8281,643
2052,Carroll County,Ohio,505,141
2053,Champaign County,Ohio,469,141
2054,Clark County,Ohio,2257,270
2055,Clermont County,Ohio,5116,589
2056,Clinton County,Ohio,634,164
2057,Columbiana County,Ohio,1194,217
2058,Coshocton County,Ohio,774,191
2059,Crawford County,Ohio,333,111
2060,Cuyahoga County,Ohio,23961,914
2061,Darke County,Ohio,1015,214
2062,Defiance County,Ohio,480,139
2063,Delaware County,Ohio,8142,705
2064,Erie County,Ohio,942,250
2065,Fairfield County,Ohio,3099,387
2066,Fayette County,Ohio,441,150
2067,Franklin County,Ohio,29802,1363
2068,Fulton County,Ohio,516,124
2069,Gallia County,Ohio,546,138
2070,Geauga County,Ohio,3583,361
2071,Greene County,Ohio,3158,350
2072,Guernsey County,Ohio,451,160
2073,Hamilton County,Ohio,18320,814
2074,Hancock County,Ohio,1173,231
2075,Hardin County,Ohio,786,187
2076,Harrison County,Ohio,229,77
2077,Henry County,Ohio,371,93
2078,Highland County,Ohio,719,187
2079,Hocking County,Ohio,496,153
2080,Holmes County,Ohio,1551,241
2081,Huron County,Ohio,647,135
2082,Jackson County,Ohio,250,124
2083,Jefferson County,Ohio,1088,210
2084,Knox County,Ohio,1416,290
2085,Lake County,Ohio,4362,479
2086,Lawrence County,Ohio,342,115
2087,Licking County,Ohio,3630,461
2088,Logan County,Ohio,1053,471
2089,Lorain County,Ohio,4638,499
2090,Lucas County,Ohio,5464,519
2091,Madison County,Ohio,851,192
2092,Mahoning County,Ohio,3461,408
2093,Marion County,Ohio,653,177
2094,Medina County,Ohio,4288,415
2095,Meigs County,Ohio,411,142
2096,Mercer County,Ohio,459,133
2097,Miami County,Ohio,1766,334
2098,Monroe County,Ohio,66,45
2099,Montgomery County,Ohio,8327,564
2100,Morgan County,Ohio,156,62
2101,Morrow County,Ohio,849,215
2102,Muskingum County,Ohio,776,175
2103,Noble County,Ohio,138,80
2104,Ottawa County,Ohio,707,142
2105,Paulding County,Ohio,179,72
2106,Perry County,Ohio,179,89
2107,Pickaway County,Ohio,763,205
2108,Pike County,Ohio,357,113
2109,Portage County,Ohio,4241,492
2110,Preble County,Ohio,667,162
2111,Putnam County,Ohio,554,176
2112,Richland County,Ohio,1683,304
2113,Ross County,Ohio,742,178
2114,Sandusky County,Ohio,715,205
2115,Scioto County,Ohio,752,195
2116,Seneca County,Ohio,629,140
2117,Shelby County,Ohio,840,228
2118,Stark County,Ohio,6550,568
2119,Summit County,Ohio,10120,698
2120,Trumbull County,Ohio,2676,330
2121,Tuscarawas County,Ohio,1296,254
2122,Union County,Ohio,1490,297
2123,Van Wert County,Ohio,294,83
2124,Vinton County,Ohio,129,82
2125,Warren County,Ohio,6764,607
2126,Washington County,Ohio,972,201
2127,Wayne County,Ohio,2690,333
2128,Williams County,Ohio,466,148
2129,Wood County,Ohio,1943,311
2130,Wyandot County,Ohio,297,101
2131,Adair County,Oklahoma,255,56
2132,Alfalfa County,Oklahoma,65,30
2133,Atoka County,Oklahoma,269,64
2134,Beaver County,Oklahoma,167,48
2135,Beckham County,Oklahoma,233,105
2136,Blaine County,Oklahoma,164,66
2137,Bryan County,Oklahoma,652,162
2138,Caddo County,Oklahoma,303,62
2139,Canadian County,Oklahoma,2746,424
2140,Carter County,Oklahoma,564,159
2141,Cherokee County,Oklahoma,714,135
2142,Choctaw County,Oklahoma,152,59
2143,Cimarron County,Oklahoma,38,15
2144,Cleveland County,Oklahoma,4892,487
2145,Coal County,Oklahoma,85,36
2146,Comanche County,Oklahoma,5954,647
2147,Cotton County,Oklahoma,113,51
2148,Craig County,Oklahoma,240,63
2149,Creek County,Oklahoma,1443,171
2150,Custer County,Oklahoma,627,211
2151,Delaware County,Oklahoma,561,109
2152,Dewey County,Oklahoma,202,68
2153,Ellis County,Oklahoma,116,59
2154,Garfield County,Oklahoma,929,203
2155,Garvin County,Oklahoma,359,84
2156,Grady County,Oklahoma,933,204
2157,Grant County,Oklahoma,69,31
2158,Greer County,Oklahoma,110,49
2159,Harmon County,Oklahoma,42,25
2160,Harper County,Oklahoma,82,62
2161,Haskell County,Oklahoma,147,51
2162,Hughes County,Oklahoma,396,72
2163,Jackson County,Oklahoma,265,104
2164,Jefferson County,Oklahoma,96,33
2165,Johnston County,Oklahoma,179,55
2166,Kay County,Oklahoma,528,113
2167,Kingfisher County,Oklahoma,419,142
2168,Kiowa County,Oklahoma,201,74
2169,Latimer County,Oklahoma,86,31
2170,Le Flore County,Oklahoma,377,80
2171,Lincoln County,Oklahoma,609,110
2172,Logan County,Oklahoma,1641,285
2173,Love County,Oklahoma,241,61
2174,McClain County,Oklahoma,1009,191
2175,McCurtain County,Oklahoma,145,57
2176,McIntosh County,Oklahoma,420,110
2177,Major County,Oklahoma,106,43
2178,Marshall County,Oklahoma,195,74
2179,Mayes County,Oklahoma,762,144
2180,Murray County,Oklahoma,199,105
2181,Muskogee County,Oklahoma,924,156
2182,Noble County,Oklahoma,207,65
2183,Nowata County,Oklahoma,177,43
2184,Okfuskee County,Oklahoma,143,40
2185,Oklahoma County,Oklahoma,14273,735
2186,Okmulgee County,Oklahoma,454,121
2187,Osage County,Oklahoma,662,149
2188,Ottawa County,Oklahoma,203,43
2189,Pawnee County,Oklahoma,341,66
2190,Payne County,Oklahoma,1148,262
2191,Pittsburg County,Oklahoma,417,101
2192,Pontotoc County,Oklahoma,297,93
2193,Pottawatomie County,Oklahoma,932,142
2194,Pushmataha County,Oklahoma,114,40
2195,Roger Mills County,Oklahoma,144,55
2196,Rogers County,Oklahoma,1686,184
2197,Seminole County,Oklahoma,338,87
2198,Sequoyah County,Oklahoma,314,87
2199,Stephens County,Oklahoma,675,148
2200,Texas County,Oklahoma,269,104
2201,Tillman County,Oklahoma,204,78
2202,Tulsa County,Oklahoma,12533,684
2203,Wagoner County,Oklahoma,1266,173
2204,Washington County,Oklahoma,848,181
2205,Washita County,Oklahoma,233,80
2206,Woods County,Oklahoma,120,48
2207,Woodward County,Oklahoma,226,95
2208,Baker County,Oregon,433,104
2209,Benton County,Oregon,2895,332
2210,Clackamas County,Oregon,15963,910
2211,Clatsop County,Oregon,822,172
2212,Columbia County,Oregon,1185,235
2213,Coos County,Oregon,1525,333
2214,Crook County,Oregon,513,216
2215,Curry County,Oregon,618,212
2216,Deschutes County,Oregon,9384,929
2217,Douglas County,Oregon,2305,366
2218,Gilliam County,Oregon,39,17
2219,Grant County,Oregon,202,107
2220,Harney County,Oregon,278,120
2221,Hood River County,Oregon,1291,288
2222,Jackson County,Oregon,7050,690
2223,Jefferson County,Oregon,564,180
2224,Josephine County,Oregon,1772,375
2225,Klamath County,Oregon,1455,290
2226,Lake County,Oregon,365,117
2227,Lane County,Oregon,9910,773
2228,Lincoln County,Oregon,1218,207
2229,Linn County,Oregon,2735,351
2230,Malheur County,Oregon,635,100
2231,Marion County,Oregon,6976,622
2232,Morrow County,Oregon,252,85
2233,Multnomah County,Oregon,31996,1365
2234,Polk County,Oregon,2536,441
2235,Sherman County,Oregon,75,37
2236,Tillamook County,Oregon,517,153
2237,Umatilla County,Oregon,1041,178
2238,Union County,Oregon,615,220
2239,Wallowa County,Oregon,264,82
2240,Wasco County,Oregon,907,181
2241,Washington County,Oregon,18769,1039
2242,Wheeler County,Oregon,37,15
2243,Yamhill County,Oregon,2621,343
2244,Adams County,Pennsylvania,1923,232
2245,Allegheny County,Pennsylvania,31273,1228
2246,Armstrong County,Pennsylvania,938,128
2247,Beaver County,Pennsylvania,3244,365
2248,Bedford County,Pennsylvania,916,142
2249,Berks County,Pennsylvania,7766,738
2250,Blair County,Pennsylvania,1752,323
2251,Bradford County,Pennsylvania,1277,251
2252,Bucks County,Pennsylvania,17775,716
2253,Butler County,Pennsylvania,4269,377
2254,Cambria County,Pennsylvania,1851,230
2255,Cameron County,Pennsylvania,28,21
2256,Carbon County,Pennsylvania,1250,210
2257,Centre County,Pennsylvania,3459,404
2258,Chester County,Pennsylvania,19900,833
2259,Clarion County,Pennsylvania,723,95
2260,Clearfield County,Pennsylvania,903,146
2261,Clinton County,Pennsylvania,590,115
2262,Columbia County,Pennsylvania,1181,200
2263,Crawford County,Pennsylvania,1718,201
2264,Cumberland County,Pennsylvania,5596,506
2265,Dauphin County,Pennsylvania,6750,2335
2266,Delaware County,Pennsylvania,12967,826
2267,Elk County,Pennsylvania,473,100
2268,Erie County,Pennsylvania,4539,403
2269,Fayette County,Pennsylvania,1762,326
2270,Forest County,Pennsylvania,37,17
2271,Franklin County,Pennsylvania,3082,405
2272,Fulton County,Pennsylvania,272,55
2273,Greene County,Pennsylvania,483,102
2274,Huntingdon County,Pennsylvania,635,86
2275,Indiana County,Pennsylvania,1055,188
2276,Jefferson County,Pennsylvania,554,96
2277,Juniata County,Pennsylvania,690,156
2278,Lackawanna County,Pennsylvania,3849,383
2279,Lancaster County,Pennsylvania,13460,829
2280,Lawrence County,Pennsylvania,1374,186
2281,Lebanon County,Pennsylvania,2660,300
2282,Lehigh County,Pennsylvania,7840,573
2283,Luzerne County,Pennsylvania,5706,557
2284,Lycoming County,Pennsylvania,1583,197
2285,McKean County,Pennsylvania,686,115
2286,Mercer County,Pennsylvania,2368,279
2287,Mifflin County,Pennsylvania,967,186
2288,Monroe County,Pennsylvania,3586,477
2289,Montgomery County,Pennsylvania,27421,968
2290,Montour County,Pennsylvania,437,98
2291,Northampton County,Pennsylvania,6435,559
2292,Northumberland County,Pennsylvania,1577,207
2293,Perry County,Pennsylvania,1197,188
2294,Philadelphia County,Pennsylvania,25408,1161
2295,Pike County,Pennsylvania,1226,217
2296,Potter County,Pennsylvania,344,49
2297,Schuylkill County,Pennsylvania,1835,289
2298,Snyder County,Pennsylvania,1320,182
2299,Somerset County,Pennsylvania,1725,210
2300,Sullivan County,Pennsylvania,240,67
2301,Susquehanna County,Pennsylvania,855,122
2302,Tioga County,Pennsylvania,827,151
2303,Union County,Pennsylvania,1358,209
2304,Venango County,Pennsylvania,739,155
2305,Warren County,Pennsylvania,569,118
2306,Washington County,Pennsylvania,4401,451
2307,Wayne County,Pennsylvania,1348,270
2308,Westmoreland County,Pennsylvania,6760,519
2309,Wyoming County,Pennsylvania,746,113
2310,York County,Pennsylvania,7946,554
2311,Bristol County,Rhode Island,1331,247
2312,Kent County,Rhode Island,2555,319
2313,Newport County,Rhode Island,2859,373
2314,Providence County,Rhode Island,10459,743
2315,Washington County,Rhode Island,3226,381
2316,Abbeville County,South Carolina,413,195
2317,Aiken County,South Carolina,2048,306
2318,Allendale County,South Carolina,43,48
2319,Anderson County,South Carolina,2866,402
2320,Bamberg County,South Carolina,134,80
2321,Barnwell County,South Carolina,128,103
2322,Beaufort County,South Carolina,5825,673
2323,Berkeley County,South Carolina,4013,512
2324,Calhoun County,South Carolina,202,96
2325,Charleston County,South Carolina,13752,1030
2326,Cherokee County,South Carolina,277,119
2327,Chester County,South Carolina,439,151
2328,Chesterfield County,South Carolina,139,69
2329,Clarendon County,South Carolina,365,109
2330,Colleton County,South Carolina,383,114
2331,Darlington County,South Carolina,651,177
2332,Dillon County,South Carolina,482,223
2333,Dorchester County,South Carolina,3080,474
2334,Edgefield County,South Carolina,334,131
2335,Fairfield County,South Carolina,247,119
2336,Florence County,South Carolina,2253,340
2337,Georgetown County,South Carolina,1457,303
2338,Greenville County,South Carolina,11495,704
2339,Greenwood County,South Carolina,720,183
2340,Hampton County,South Carolina,50,40
2341,Horry County,South Carolina,6786,611
2342,Jasper County,South Carolina,421,166
2343,Kershaw County,South Carolina,736,175
2344,Lancaster County,South Carolina,2022,421
2345,Laurens County,South Carolina,582,182
2346,Lee County,South Carolina,128,91
2347,Lexington County,South Carolina,5488,501
2348,McCormick County,South Carolina,58,39
2349,Marion County,South Carolina,216,122
2350,Marlboro County,South Carolina,239,117
2351,Newberry County,South Carolina,321,136
2352,Oconee County,South Carolina,919,207
2353,Orangeburg County,South Carolina,1104,277
2354,Pickens County,South Carolina,2191,465
2355,Richland County,South Carolina,6889,682
2356,Saluda County,South Carolina,231,136
2357,Spartanburg County,South Carolina,3857,391
2358,Sumter County,South Carolina,824,257
2359,Union County,South Carolina,180,80
2360,Williamsburg County,South Carolina,268,139
2361,York County,South Carolina,6644,586
2362,Aurora County,South Dakota,132,29
2363,Beadle County,South Dakota,311,98
2364,Bennett County,South Dakota,97,45
2365,Bon Homme County,South Dakota,338,87
2366,Brookings County,South Dakota,1021,227
2367,Brown County,South Dakota,1013,210
2368,Brule County,South Dakota,216,61
2369,Buffalo County,South Dakota,37,19
2370,Butte County,South Dakota,439,136
2371,Campbell County,South Dakota,89,30
2372,Charles Mix County,South Dakota,270,58
2373,Clark County,South Dakota,196,58
2374,Clay County,South Dakota,454,125
2375,Codington County,South Dakota,835,191
2376,Corson County,South Dakota,346,45
2377,Custer County,South Dakota,252,115
2378,Davison County,South Dakota,400,130
2379,Day County,South Dakota,314,80
2380,Deuel County,South Dakota,225,58
2381,Dewey County,South Dakota,297,57
2382,Douglas County,South Dakota,172,46
2383,Edmunds County,South Dakota,199,49
2384,Fall River County,South Dakota,284,137
2385,Faulk County,South Dakota,116,32
2386,Grant County,South Dakota,170,61
2387,Gregory County,South Dakota,113,33
2388,Haakon County,South Dakota,113,42
2389,Hamlin County,South Dakota,281,69
2390,Hand County,South Dakota,242,57
2391,Hanson County,South Dakota,110,34
2392,Harding County,South Dakota,179,55
2393,Hughes County,South Dakota,265,100
2394,Hutchinson County,South Dakota,442,108
2395,Hyde County,South Dakota,94,32
2396,Jackson County,South Dakota,169,53
2397,Jerauld County,South Dakota,44,25
2398,Jones County,South Dakota,47,32
2399,Kingsbury County,South Dakota,227,58
2400,Lake County,South Dakota,473,133
2401,Lawrence County,South Dakota,602,183
2402,Lincoln County,South Dakota,1369,306
2403,Lyman County,South Dakota,121,51
2404,McCook County,South Dakota,238,77
2405,McPherson County,South Dakota,176,49
2406,Marshall County,South Dakota,263,97
2407,Meade County,South Dakota,1210,283
2408,Mellette County,South Dakota,34,18
2409,Miner County,South Dakota,104,37
2410,Minnehaha County,South Dakota,3716,388
2411,Moody County,South Dakota,248,75
2412,Oglala Lakota County,South Dakota,135,68
2413,Pennington County,South Dakota,2434,390
2414,Perkins County,South Dakota,414,71
2415,Potter County,South Dakota,80,27
2416,Roberts County,South Dakota,262,73
2417,Sanborn County,South Dakota,190,55
2418,Spink County,South Dakota,356,71
2419,Stanley County,South Dakota,106,55
2420,Sully County,South Dakota,78,30
2421,Todd County,South Dakota,204,76
2422,Tripp County,South Dakota,118,61
2423,Turner County,South Dakota,293,73
2424,Union County,South Dakota,365,111
2425,Walworth County,South Dakota,134,48
2426,Yankton County,South Dakota,512,134
2427,Ziebach County,South Dakota,272,46
2428,Anderson County,Tennessee,960,226
2429,Bedford County,Tennessee,629,167
2430,Benton County,Tennessee,65,45
2431,Bledsoe County,Tennessee,221,85
2432,Blount County,Tennessee,2370,381
2433,Bradley County,Tennessee,1966,426
2434,Campbell County,Tennessee,520,136
2435,Cannon County,Tennessee,281,144
2436,Carroll County,Tennessee,275,106
2437,Carter County,Tennessee,918,225
2438,Cheatham County,Tennessee,870,217
2439,Chester County,Tennessee,240,112
2440,Claiborne County,Tennessee,402,180
2441,Clay County,Tennessee,42,35
2442,Cocke County,Tennessee,307,112
2443,Coffee County,Tennessee,906,255
2444,Crockett County,Tennessee,114,60
2445,Cumberland County,Tennessee,685,185
2446,Davidson County,Tennessee,21244,1074
2447,Decatur County,Tennessee,312,130
2448,DeKalb County,Tennessee,152,72
2449,Dickson County,Tennessee,715,215
2450,Dyer County,Tennessee,424,107
2451,Fayette County,Tennessee,728,145
2452,Fentress County,Tennessee,341,119
2453,Franklin County,Tennessee,457,143
2454,Gibson County,Tennessee,401,137
2455,Giles County,Tennessee,251,106
2456,Grainger County,Tennessee,579,186
2457,Greene County,Tennessee,878,229
2458,Grundy County,Tennessee,316,153
2459,Hamblen County,Tennessee,747,293
2460,Hamilton County,Tennessee,8874,648
2461,Hancock County,Tennessee,93,52
2462,Hardeman County,Tennessee,345,134
2463,Hardin County,Tennessee,777,210
2464,Hawkins County,Tennessee,443,138
2465,Haywood County,Tennessee,91,51
2466,Henderson County,Tennessee,469,177
2467,Henry County,Tennessee,496,168
2468,Hickman County,Tennessee,368,190
2469,Houston County,Tennessee,85,48
2470,Humphreys County,Tennessee,165,85
2471,Jackson County,Tennessee,90,48
2472,Jefferson County,Tennessee,1084,233
2473,Johnson County,Tennessee,340,163
2474,Knox County,Tennessee,11621,845
2475,Lake County,Tennessee,36,32
2476,Lauderdale County,Tennessee,113,54
2477,Lawrence County,Tennessee,480,133
2478,Lewis County,Tennessee,222,105
2479,Lincoln County,Tennessee,352,136
2480,Loudon County,Tennessee,1063,303
2481,McMinn County,Tennessee,813,279
2482,McNairy County,Tennessee,450,140
2483,Macon County,Tennessee,253,110
2484,Madison County,Tennessee,1053,240
2485,Marion County,Tennessee,623,194
2486,Marshall County,Tennessee,409,136
2487,Maury County,Tennessee,1555,311
2488,Meigs County,Tennessee,96,48
2489,Monroe County,Tennessee,453,208
2490,Montgomery County,Tennessee,2353,349
2491,Moore County,Tennessee,118,70
2492,Morgan County,Tennessee,213,86
2493,Obion County,Tennessee,328,104
2494,Overton County,Tennessee,262,106
2495,Perry County,Tennessee,291,132
2496,Pickett County,Tennessee,110,80
2497,Polk County,Tennessee,186,92
2498,Putnam County,Tennessee,1069,269
2499,Rhea County,Tennessee,448,149
2500,Roane County,Tennessee,786,199
2501,Robertson County,Tennessee,1481,303
2502,Rutherford County,Tennessee,7043,691
2503,Scott County,Tennessee,329,142
2504,Sequatchie County,Tennessee,183,101
2505,Sevier County,Tennessee,2191,366
2506,Shelby County,Tennessee,13557,911
2507,Smith County,Tennessee,276,89
2508,Stewart County,Tennessee,103,59
2509,Sullivan County,Tennessee,2361,325
2510,Sumner County,Tennessee,4799,555
2511,Tipton County,Tennessee,505,139
2512,Trousdale County,Tennessee,193,141
2513,Unicoi County,Tennessee,332,123
2514,Union County,Tennessee,351,137
2515,Van Buren County,Tennessee,193,93
2516,Warren County,Tennessee,645,238
2517,Washington County,Tennessee,2368,423
2518,Wayne County,Tennessee,116,72
2519,Weakley County,Tennessee,203,81
2520,White County,Tennessee,307,105
2521,Williamson County,Tennessee,10531,785
2522,Wilson County,Tennessee,3793,539
2523,Anderson County,Texas,586,222
2524,Andrews County,Texas,140,72
2525,Angelina County,Texas,1003,228
2526,Aransas County,Texas,878,285
2527,Archer County,Texas,239,89
2528,Armstrong County,Texas,87,47
2529,Atascosa County,Texas,1116,301
2530,Austin County,Texas,467,142
2531,Bailey County,Texas,225,193
2532,Bandera County,Texas,653,207
2533,Bastrop County,Texas,1394,298
2534,Baylor County,Texas,23,23
2535,Bee County,Texas,244,114
2536,Bell County,Texas,5946,735
2537,Bexar County,Texas,37661,1649
2538,Blanco County,Texas,479,165
2539,Borden County,Texas,11,8
2540,Bosque County,Texas,338,89
2541,Bowie County,Texas,952,254
2542,Brazoria County,Texas,5586,847
2543,Brazos County,Texas,3188,451
2544,Brewster County,Texas,296,144
2545,Briscoe County,Texas,84,34
2546,Brooks County,Texas,33,27
2547,Brown County,Texas,430,111
2548,Burleson County,Texas,260,139
2549,Burnet County,Texas,1413,351
2550,Caldwell County,Texas,697,217
2551,Calhoun County,Texas,289,247
2552,Callahan County,Texas,278,97
2553,Cameron County,Texas,4604,596
2554,Camp County,Texas,167,80
2555,Carson County,Texas,137,62
2556,Cass County,Texas,236,95
2557,Castro County,Texas,103,44
2558,Chambers County,Texas,457,241
2559,Cherokee County,Texas,567,194
2560,Childress County,Texas,66,50
2561,Clay County,Texas,172,61
2562,Cochran County,Texas,18,13
2563,Coke County,Texas,48,29
2564,Coleman County,Texas,98,51
2565,Collin County,Texas,41753,1516
2566,Collingsworth County,Texas,14,16
2567,Colorado County,Texas,265,104
2568,Comal County,Texas,4428,512
2569,Comanche County,Texas,214,100
2570,Concho County,Texas,81,47
2571,Cooke County,Texas,841,260
2572,Coryell County,Texas,1520,294
2573,Cottle County,Texas,17,16
2574,Crane County,Texas,5,9
2575,Crockett County,Texas,61,49
2576,Crosby County,Texas,66,37
2577,Culberson County,Texas,21,21
2578,Dallam County,Texas,49,39
2579,Dallas County,Texas,55355,1653
2580,Dawson County,Texas,140,55
2581,Deaf Smith County,Texas,236,107
2582,Delta County,Texas,57,40
2583,Denton County,Texas,30860,1277
2584,DeWitt County,Texas,264,98
2585,Dickens County,Texas,28,16
2586,Dimmit County,Texas,62,66
2587,Donley County,Texas,96,33
2588,Duval County,Texas,222,116
2589,Eastland County,Texas,41,32
2590,Ector County,Texas,1772,425
2591,Edwards County,Texas,145,117
2592,Ellis County,Texas,4371,508
2593,El Paso County,Texas,12526,945
2594,Erath County,Texas,1100,238
2595,Falls County,Texas,182,104
2596,Fannin County,Texas,722,149
2597,Fayette County,Texas,419,115
2598,Fisher County,Texas,65,36
2599,Floyd County,Texas,113,65
2600,Foard County,Texas,35,27
2601,Fort Bend County,Texas,18398,1342
2602,Franklin County,Texas,306,99
2603,Freestone County,Texas,232,111
