OBJECTID,GEO_NAME,GEO_PARENT_NAME,DP03_0024E,DP03_0024M
1141,Lafourche Parish,Louisiana,1118,218
1142,LaSalle Parish,Louisiana,70,30
1143,Lincoln Parish,Louisiana,796,171
1144,Livingston Parish,Louisiana,1992,434
1145,Madison Parish,Louisiana,18,15
1146,Morehouse Parish,Louisiana,97,51
1147,Natchitoches Parish,Louisiana,197,62
1148,Orleans Parish,Louisiana,9050,550
1149,Ouachita Parish,Louisiana,1541,269
1150,Plaquemines Parish,Louisiana,168,83
1151,Pointe Coupee Parish,Louisiana,196,106
1152,Rapides Parish,Louisiana,1180,237
1153,Red River Parish,Louisiana,125,79
1154,Richland Parish,Louisiana,70,34
1155,Sabine Parish,Louisiana,183,58
1156,St. Bernard Parish,Louisiana,246,74
1157,St. Charles Parish,Louisiana,750,213
1158,St. Helena Parish,Louisiana,296,140
1159,St. James Parish,Louisiana,187,98
1160,St. John the Baptist Parish,Louisiana,305,138
1161,St. Landry Parish,Louisiana,1013,231
1162,St. Martin Parish,Louisiana,526,180
1163,St. Mary Parish,Louisiana,314,117
1164,St. Tammany Parish,Louisiana,5854,710
1165,Tangipahoa Parish,Louisiana,1583,421
1166,Tensas Parish,Louisiana,21,19
1167,Terrebonne Parish,Louisiana,1668,416
1168,Union Parish,Louisiana,147,67
1169,Vermilion Parish,Louisiana,693,208
1170,Vernon Parish,Louisiana,395,237
1171,Washington Parish,Louisiana,372,206
1172,Webster Parish,Louisiana,486,160
1173,West Baton Rouge Parish,Louisiana,116,61
1174,West Carroll Parish,Louisiana,68,40
1175,West Feliciana Parish,Louisiana,40,35
1176,Winn Parish,Louisiana,37,27
1177,Androscoggin County,Maine,2166,326
1178,Aroostook County,Maine,1207,162
1179,Cumberland County,Maine,11259,672
1180,Franklin County,Maine,893,156
1181,Hancock County,Maine,1814,273
1182,Kennebec County,Maine,2772,392
1183,Knox County,Maine,1255,211
1184,Lincoln County,Maine,1268,169
1185,Oxford County,Maine,1145,136
1186,Penobscot County,Maine,2971,307
1187,Piscataquis County,Maine,413,100
1188,Sagadahoc County,Maine,1169,236
1189,Somerset County,Maine,1057,191
1190,Waldo County,Maine,1378,211
1191,Washington County,Maine,828,112
1192,York County,Maine,5930,547
1193,Allegany County,Maryland,537,129
1194,Anne Arundel County,Maryland,16082,1046
1195,Baltimore County,Maryland,16433,1025
1196,Calvert County,Maryland,2164,357
1197,Caroline County,Maryland,338,88
1198,Carroll County,Maryland,4894,495
1199,Cecil County,Maryland,2247,313
1200,Charles County,Maryland,3152,350
1201,Dorchester County,Maryland,447,109
1202,Frederick County,Maryland,8130,638
1203,Garrett County,Maryland,731,191
1204,Harford County,Maryland,6015,553
1205,Howard County,Maryland,9630,652
1206,Kent County,Maryland,997,204
1207,Montgomery County,Maryland,33658,1112
1208,Prince George's County,Maryland,14525,840
1209,Queen Anne's County,Maryland,1821,288
1210,St. Mary's County,Maryland,1647,307
1211,Somerset County,Maryland,295,105
1212,Talbot County,Maryland,1117,203
1213,Washington County,Maryland,3137,353
1214,Wicomico County,Maryland,1676,302
1215,Worcester County,Maryland,1299,236
1216,Baltimore city,Maryland,11453,784
1217,Barnstable County,Massachusetts,7022,578
1218,Berkshire County,Massachusetts,3758,437
1219,Bristol County,Massachusetts,9707,640
1220,Dukes County,Massachusetts,998,277
1221,Essex County,Massachusetts,22902,1089
1222,Franklin County,Massachusetts,2440,264
1223,Hampden County,Massachusetts,7611,689
1224,Hampshire County,Massachusetts,6227,537
1225,Middlesex County,Massachusetts,49784,1408
1226,Nantucket County,Massachusetts,375,131
1227,Norfolk County,Massachusetts,18977,1028
1228,Plymouth County,Massachusetts,11785,842
1229,Suffolk County,Massachusetts,13292,816
1230,Worcester County,Massachusetts,21156,1230
1231,Alcona County,Michigan,187,37
1232,Alger County,Michigan,241,76
1233,Allegan County,Michigan,2160,267
1234,Alpena County,Michigan,431,109
1235,Antrim County,Michigan,687,102
1236,Arenac County,Michigan,197,38
1237,Baraga County,Michigan,85,35
1238,Barry County,Michigan,1159,286
1239,Bay County,Michigan,1564,394
1240,Benzie County,Michigan,366,74
1241,Berrien County,Michigan,2969,326
1242,Branch County,Michigan,719,119
1243,Calhoun County,Michigan,1814,328
1244,Cass County,Michigan,1017,155
1245,Charlevoix County,Michigan,667,117
1246,Cheboygan County,Michigan,392,75
1247,Chippewa County,Michigan,540,116
1248,Clare County,Michigan,583,161
1249,Clinton County,Michigan,1754,271
1250,Crawford County,Michigan,260,101
1251,Delta County,Michigan,520,135
1252,Dickinson County,Michigan,333,102
1253,Eaton County,Michigan,1617,202
1254,Emmet County,Michigan,965,166
1255,Genesee County,Michigan,5131,486
1256,Gladwin County,Michigan,347,74
1257,Gogebic County,Michigan,187,59
1258,Grand Traverse County,Michigan,2542,322
1259,Gratiot County,Michigan,839,136
1260,Hillsdale County,Michigan,1038,153
1261,Houghton County,Michigan,794,169
1262,Huron County,Michigan,516,67
1263,Ingham County,Michigan,5089,459
1264,Ionia County,Michigan,1122,221
1265,Iosco County,Michigan,326,83
1266,Iron County,Michigan,280,80
1267,Isabella County,Michigan,1430,202
1268,Jackson County,Michigan,2243,327
1269,Kalamazoo County,Michigan,5341,599
1270,Kalkaska County,Michigan,195,46
1271,Kent County,Michigan,13297,865
1272,Keweenaw County,Michigan,45,21
1273,Lake County,Michigan,214,51
1274,Lapeer County,Michigan,1084,169
1275,Leelanau County,Michigan,863,144
1276,Lenawee County,Michigan,1443,204
1277,Livingston County,Michigan,4218,388
1278,Luce County,Michigan,93,41
1279,Mackinac County,Michigan,310,76
1280,Macomb County,Michigan,11012,719
1281,Manistee County,Michigan,343,73
1282,Marquette County,Michigan,1099,187
1283,Mason County,Michigan,496,110
1284,Mecosta County,Michigan,998,161
1285,Menominee County,Michigan,413,106
1286,Midland County,Michigan,1227,244
1287,Missaukee County,Michigan,296,67
1288,Monroe County,Michigan,2324,309
1289,Montcalm County,Michigan,1016,183
1290,Montmorency County,Michigan,158,60
1291,Muskegon County,Michigan,2082,266
1292,Newaygo County,Michigan,672,138
1293,Oakland County,Michigan,29190,959
1294,Oceana County,Michigan,421,84
1295,Ogemaw County,Michigan,306,64
1296,Ontonagon County,Michigan,148,50
1297,Osceola County,Michigan,419,76
1298,Oscoda County,Michigan,142,49
1299,Otsego County,Michigan,346,82
1300,Ottawa County,Michigan,5383,487
1301,Presque Isle County,Michigan,170,40
1302,Roscommon County,Michigan,359,108
1303,Saginaw County,Michigan,2620,324
1304,St. Clair County,Michigan,1835,212
1305,St. Joseph County,Michigan,866,143
1306,Sanilac County,Michigan,863,129
1307,Schoolcraft County,Michigan,103,43
1308,Shiawassee County,Michigan,1651,257
1309,Tuscola County,Michigan,773,121
1310,Van Buren County,Michigan,1298,217
1311,Washtenaw County,Michigan,10786,545
1312,Wayne County,Michigan,24356,1190
1313,Wexford County,Michigan,612,97
1314,Aitkin County,Minnesota,337,51
1315,Anoka County,Minnesota,8599,569
1316,Becker County,Minnesota,1289,146
1317,Beltrami County,Minnesota,1376,207
1318,Benton County,Minnesota,807,146
1319,Big Stone County,Minnesota,207,45
1320,Blue Earth County,Minnesota,1901,230
1321,Brown County,Minnesota,997,132
1322,Carlton County,Minnesota,792,171
1323,Carver County,Minnesota,3862,393
1324,Cass County,Minnesota,985,120
1325,Chippewa County,Minnesota,435,101
1326,Chisago County,Minnesota,1481,236
1327,Clay County,Minnesota,2218,241
1328,Clearwater County,Minnesota,254,54
1329,Cook County,Minnesota,172,55
1330,Cottonwood County,Minnesota,334,75
1331,Crow Wing County,Minnesota,1653,199
1332,Dakota County,Minnesota,11740,763
1333,Dodge County,Minnesota,750,127
1334,Douglas County,Minnesota,1388,193
1335,Faribault County,Minnesota,518,74
1336,Fillmore County,Minnesota,828,87
1337,Freeborn County,Minnesota,466,91
1338,Goodhue County,Minnesota,1240,162
1339,Grant County,Minnesota,244,54
1340,Hennepin County,Minnesota,39854,1436
1341,Houston County,Minnesota,662,108
1342,Hubbard County,Minnesota,680,88
1343,Isanti County,Minnesota,878,132
1344,Itasca County,Minnesota,1001,136
1345,Jackson County,Minnesota,341,78
1346,Kanabec County,Minnesota,305,44
1347,Kandiyohi County,Minnesota,966,159
1348,Kittson County,Minnesota,190,50
1349,Koochiching County,Minnesota,268,99
1350,Lac qui Parle County,Minnesota,319,73
1351,Lake County,Minnesota,337,92
1352,Lake of the Woods County,Minnesota,207,99
1353,Le Sueur County,Minnesota,704,117
1354,Lincoln County,Minnesota,293,39
1355,Lyon County,Minnesota,789,113
1356,McLeod County,Minnesota,694,145
1357,Mahnomen County,Minnesota,156,30
1358,Marshall County,Minnesota,438,75
1359,Martin County,Minnesota,711,184
1360,Meeker County,Minnesota,526,83
1361,Mille Lacs County,Minnesota,645,106
1362,Morrison County,Minnesota,980,111
1363,Mower County,Minnesota,635,124
1364,Murray County,Minnesota,302,42
1365,Nicollet County,Minnesota,1928,255
1366,Nobles County,Minnesota,452,70
1367,Norman County,Minnesota,231,44
1368,Olmsted County,Minnesota,3410,339
1369,Otter Tail County,Minnesota,1626,152
1370,Pennington County,Minnesota,322,93
1371,Pine County,Minnesota,619,83
1372,Pipestone County,Minnesota,235,50
1373,Polk County,Minnesota,919,197
1374,Pope County,Minnesota,303,52
1375,Ramsey County,Minnesota,15166,780
1376,Red Lake County,Minnesota,106,31
1377,Redwood County,Minnesota,739,91
1378,Renville County,Minnesota,643,74
1379,Rice County,Minnesota,4678,284
1380,Rock County,Minnesota,339,67
1381,Roseau County,Minnesota,510,77
1382,St. Louis County,Minnesota,3960,329
1383,Scott County,Minnesota,4600,496
1384,Sherburne County,Minnesota,2645,419
1385,Sibley County,Minnesota,576,77
1386,Stearns County,Minnesota,4696,466
1387,Steele County,Minnesota,662,125
1388,Stevens County,Minnesota,292,75
1389,Swift County,Minnesota,286,61
1390,Todd County,Minnesota,782,105
1391,Traverse County,Minnesota,161,46
1392,Wabasha County,Minnesota,703,89
1393,Wadena County,Minnesota,401,77
1394,Waseca County,Minnesota,462,97
1395,Washington County,Minnesota,7087,511
1396,Watonwan County,Minnesota,342,73
1397,Wilkin County,Minnesota,242,57
1398,Winona County,Minnesota,1296,176
1399,Wright County,Minnesota,3385,381
1400,Yellow Medicine County,Minnesota,382,82
1401,Adams County,Mississippi,316,148
1402,Alcorn County,Mississippi,312,135
1403,Amite County,Mississippi,87,71
1404,Attala County,Mississippi,62,53
1405,Benton County,Mississippi,55,39
1406,Bolivar County,Mississippi,302,119
1407,Calhoun County,Mississippi,114,68
1408,Carroll County,Mississippi,95,82
1409,Chickasaw County,Mississippi,132,87
1410,Choctaw County,Mississippi,63,54
1411,Claiborne County,Mississippi,125,92
1412,Clarke County,Mississippi,78,50
1413,Clay County,Mississippi,332,150
1414,Coahoma County,Mississippi,167,81
1415,Copiah County,Mississippi,165,81
1416,Covington County,Mississippi,60,59
1417,DeSoto County,Mississippi,2090,369
1418,Forrest County,Mississippi,406,122
1419,Franklin County,Mississippi,61,45
1420,George County,Mississippi,350,206
1421,Greene County,Mississippi,27,37
1422,Grenada County,Mississippi,67,56
1423,Hancock County,Mississippi,525,223
1424,Harrison County,Mississippi,2092,389
1425,Hinds County,Mississippi,2392,361
1426,Holmes County,Mississippi,77,60
1427,Humphreys County,Mississippi,39,35
1428,Issaquena County,Mississippi,4,5
1429,Itawamba County,Mississippi,308,153
1430,Jackson County,Mississippi,1046,251
1431,Jasper County,Mississippi,40,44
1432,Jefferson County,Mississippi,33,59
1433,Jefferson Davis County,Mississippi,37,27
1434,Jones County,Mississippi,303,129
1435,Kemper County,Mississippi,24,28
1436,Lafayette County,Mississippi,892,230
1437,Lamar County,Mississippi,572,191
1438,Lauderdale County,Mississippi,488,154
1439,Lawrence County,Mississippi,226,135
1440,Leake County,Mississippi,136,84
1441,Lee County,Mississippi,832,208
1442,Leflore County,Mississippi,263,124
1443,Lincoln County,Mississippi,232,135
1444,Lowndes County,Mississippi,853,204
1445,Madison County,Mississippi,1242,245
1446,Marion County,Mississippi,171,112
1447,Marshall County,Mississippi,776,275
1448,Monroe County,Mississippi,635,242
1449,Montgomery County,Mississippi,142,76
1450,Neshoba County,Mississippi,128,66
1451,Newton County,Mississippi,130,65
1452,Noxubee County,Mississippi,101,65
1453,Oktibbeha County,Mississippi,853,296
1454,Panola County,Mississippi,423,177
1455,Pearl River County,Mississippi,736,327
1456,Perry County,Mississippi,90,53
1457,Pike County,Mississippi,184,82
1458,Pontotoc County,Mississippi,108,65
1459,Prentiss County,Mississippi,192,113
1460,Quitman County,Mississippi,56,43
1461,Rankin County,Mississippi,1742,284
1462,Scott County,Mississippi,182,89
1463,Sharkey County,Mississippi,7,10
1464,Simpson County,Mississippi,68,35
1465,Smith County,Mississippi,228,119
1466,Stone County,Mississippi,85,64
1467,Sunflower County,Mississippi,108,85
1468,Tallahatchie County,Mississippi,201,91
1469,Tate County,Mississippi,238,103
1470,Tippah County,Mississippi,359,144
1471,Tishomingo County,Mississippi,59,49
1472,Tunica County,Mississippi,43,31
1473,Union County,Mississippi,85,64
1474,Walthall County,Mississippi,194,133
1475,Warren County,Mississippi,206,89
1476,Washington County,Mississippi,193,75
1477,Wayne County,Mississippi,597,248
1478,Webster County,Mississippi,35,26
1479,Wilkinson County,Mississippi,75,78
1480,Winston County,Mississippi,49,31
1481,Yalobusha County,Mississippi,25,34
1482,Yazoo County,Mississippi,153,97
1483,Adair County,Missouri,503,167
1484,Andrew County,Missouri,242,90
1485,Atchison County,Missouri,123,53
1486,Audrain County,Missouri,533,164
1487,Barry County,Missouri,771,220
1488,Barton County,Missouri,290,81
1489,Bates County,Missouri,642,177
1490,Benton County,Missouri,393,118
1491,Bollinger County,Missouri,298,115
1492,Boone County,Missouri,3944,620
1493,Buchanan County,Missouri,982,185
1494,Butler County,Missouri,529,163
1495,Caldwell County,Missouri,153,46
1496,Callaway County,Missouri,747,171
1497,Camden County,Missouri,973,272
1498,Cape Girardeau County,Missouri,1123,242
1499,Carroll County,Missouri,353,113
1500,Carter County,Missouri,264,144
1501,Cass County,Missouri,2284,334
1502,Cedar County,Missouri,393,168
1503,Chariton County,Missouri,235,59
1504,Christian County,Missouri,1759,314
1505,Clark County,Missouri,220,71
1506,Clay County,Missouri,6608,638
1507,Clinton County,Missouri,414,146
1508,Cole County,Missouri,920,181
1509,Cooper County,Missouri,354,82
1510,Crawford County,Missouri,425,144
1511,Dade County,Missouri,331,105
1512,Dallas County,Missouri,291,134
1513,Daviess County,Missouri,193,57
1514,DeKalb County,Missouri,159,60
1515,Dent County,Missouri,233,103
1516,Douglas County,Missouri,219,130
1517,Dunklin County,Missouri,291,86
1518,Franklin County,Missouri,1765,306
1519,Gasconade County,Missouri,240,86
1520,Gentry County,Missouri,84,31
1521,Greene County,Missouri,5592,495
1522,Grundy County,Missouri,299,82
1523,Harrison County,Missouri,144,58
1524,Henry County,Missouri,462,113
1525,Hickory County,Missouri,142,59
1526,Holt County,Missouri,71,24
1527,Howard County,Missouri,345,98
1528,Howell County,Missouri,536,176
1529,Iron County,Missouri,86,49
1530,Jackson County,Missouri,15689,813
1531,Jasper County,Missouri,1847,345
1532,Jefferson County,Missouri,3942,436
1533,Johnson County,Missouri,1339,292
1534,Knox County,Missouri,145,51
1535,Laclede County,Missouri,529,149
1536,Lafayette County,Missouri,832,229
1537,Lawrence County,Missouri,794,199
1538,Lewis County,Missouri,351,127
1539,Lincoln County,Missouri,821,204
1540,Linn County,Missouri,248,69
1541,Livingston County,Missouri,345,110
1542,McDonald County,Missouri,378,119
1543,Macon County,Missouri,206,76
1544,Madison County,Missouri,163,83
1545,Maries County,Missouri,295,122
1546,Marion County,Missouri,628,189
1547,Mercer County,Missouri,143,56
1548,Miller County,Missouri,400,115
1549,Mississippi County,Missouri,107,62
1550,Moniteau County,Missouri,233,76
1551,Monroe County,Missouri,200,63
1552,Montgomery County,Missouri,168,57
1553,Morgan County,Missouri,522,142
1554,New Madrid County,Missouri,264,113
1555,Newton County,Missouri,1398,272
1556,Nodaway County,Missouri,516,168
1557,Oregon County,Missouri,177,55
1558,Osage County,Missouri,196,75
1559,Ozark County,Missouri,157,64
1560,Pemiscot County,Missouri,109,54
1561,Perry County,Missouri,252,93
1562,Pettis County,Missouri,886,184
1563,Phelps County,Missouri,486,162
1564,Pike County,Missouri,519,139
1565,Platte County,Missouri,2737,339
1566,Polk County,Missouri,793,285
1567,Pulaski County,Missouri,6468,1171
1568,Putnam County,Missouri,122,45
1569,Ralls County,Missouri,323,108
1570,Randolph County,Missouri,302,96
1571,Ray County,Missouri,325,109
1572,Reynolds County,Missouri,107,58
1573,Ripley County,Missouri,337,110
1574,St. Charles County,Missouri,11739,814
1575,St. Clair County,Missouri,331,98
1576,Ste. Genevieve County,Missouri,313,139
1577,St. Francois County,Missouri,526,185
1578,St. Louis County,Missouri,25456,1176
1579,Saline County,Missouri,360,91
1580,Schuyler County,Missouri,84,44
1581,Scotland County,Missouri,338,115
1582,Scott County,Missouri,649,214
1583,Shannon County,Missouri,279,94
1584,Shelby County,Missouri,242,77
1585,Stoddard County,Missouri,452,146
1586,Stone County,Missouri,926,257
1587,Sullivan County,Missouri,169,60
1588,Taney County,Missouri,1419,312
1589,Texas County,Missouri,356,144
1590,Vernon County,Missouri,940,192
1591,Warren County,Missouri,517,182
1592,Washington County,Missouri,402,133
1593,Wayne County,Missouri,309,136
1594,Webster County,Missouri,427,123
1595,Worth County,Missouri,48,21
1596,Wright County,Missouri,360,114
1597,St. Louis city,Missouri,6351,490
1598,Beaverhead County,Montana,310,99
1599,Big Horn County,Montana,446,87
1600,Blaine County,Montana,181,59
1601,Broadwater County,Montana,221,79
1602,Carbon County,Montana,764,190
1603,Carter County,Montana,169,49
1604,Cascade County,Montana,1505,248
1605,Chouteau County,Montana,383,65
1606,Custer County,Montana,419,88
1607,Daniels County,Montana,85,40
1608,Dawson County,Montana,310,105
1609,Deer Lodge County,Montana,252,144
1610,Fallon County,Montana,148,53
1611,Fergus County,Montana,462,130
1612,Flathead County,Montana,3278,441
1613,Gallatin County,Montana,4350,430
1614,Garfield County,Montana,149,45
1615,Glacier County,Montana,405,162
1616,Golden Valley County,Montana,61,18
1617,Granite County,Montana,122,46
1618,Hill County,Montana,220,65
1619,Jefferson County,Montana,272,72
1620,Judith Basin County,Montana,134,36
1621,Lake County,Montana,1077,176
1622,Lewis and Clark County,Montana,2051,334
1623,Liberty County,Montana,80,36
1624,Lincoln County,Montana,309,89
1625,McCone County,Montana,148,36
1626,Madison County,Montana,447,114
1627,Meagher County,Montana,147,46
1628,Mineral County,Montana,109,60
1629,Missoula County,Montana,3338,466
1630,Musselshell County,Montana,256,85
1631,Park County,Montana,814,157
1632,Petroleum County,Montana,81,25
1633,Phillips County,Montana,198,75
1634,Pondera County,Montana,215,94
1635,Powder River County,Montana,103,39
1636,Powell County,Montana,386,134
1637,Prairie County,Montana,101,41
1638,Ravalli County,Montana,1573,315
1639,Richland County,Montana,233,66
1640,Roosevelt County,Montana,160,62
1641,Rosebud County,Montana,230,79
1642,Sanders County,Montana,733,176
1643,Sheridan County,Montana,165,44
1644,Silver Bow County,Montana,528,144
1645,Stillwater County,Montana,326,90
1646,Sweet Grass County,Montana,150,42
1647,Teton County,Montana,258,60
1648,Toole County,Montana,183,75
1649,Treasure County,Montana,43,22
1650,Valley County,Montana,253,95
1651,Wheatland County,Montana,129,44
1652,Wibaux County,Montana,88,45
1653,Yellowstone County,Montana,2945,340
1654,Adams County,Nebraska,688,133
1655,Antelope County,Nebraska,314,64
1656,Arthur County,Nebraska,37,12
1657,Banner County,Nebraska,107,35
1658,Blaine County,Nebraska,50,20
1659,Boone County,Nebraska,381,90
1660,Box Butte County,Nebraska,211,77
1661,Boyd County,Nebraska,209,45
1662,Brown County,Nebraska,98,44
1663,Buffalo County,Nebraska,894,173
1664,Burt County,Nebraska,140,45
1665,Butler County,Nebraska,257,74
1666,Cass County,Nebraska,538,116
1667,Cedar County,Nebraska,402,79
1668,Chase County,Nebraska,142,53
1669,Cherry County,Nebraska,494,104
1670,Cheyenne County,Nebraska,183,61
1671,Clay County,Nebraska,87,35
1672,Colfax County,Nebraska,332,84
1673,Cuming County,Nebraska,309,88
1674,Custer County,Nebraska,443,123
1675,Dakota County,Nebraska,362,114
1676,Dawes County,Nebraska,216,78
1677,Dawson County,Nebraska,371,106
1678,Deuel County,Nebraska,41,20
1679,Dixon County,Nebraska,176,54
1680,Dodge County,Nebraska,454,107
1681,Douglas County,Nebraska,11309,601
1682,Dundy County,Nebraska,48,26
1683,Fillmore County,Nebraska,177,51
1684,Franklin County,Nebraska,125,43
1685,Frontier County,Nebraska,115,39
1686,Furnas County,Nebraska,117,43
1687,Gage County,Nebraska,654,176
1688,Garden County,Nebraska,130,57
1689,Garfield County,Nebraska,96,52
1690,Gosper County,Nebraska,46,20
1691,Grant County,Nebraska,71,26
1692,Greeley County,Nebraska,223,56
1693,Hall County,Nebraska,815,200
1694,Hamilton County,Nebraska,323,67
1695,Harlan County,Nebraska,104,37
1696,Hayes County,Nebraska,43,19
1697,Hitchcock County,Nebraska,92,34
1698,Holt County,Nebraska,713,145
1699,Hooker County,Nebraska,33,17
1700,Howard County,Nebraska,352,77
1701,Jefferson County,Nebraska,232,75
1702,Johnson County,Nebraska,124,41
1703,Kearney County,Nebraska,155,68
1704,Keith County,Nebraska,252,80
1705,Keya Paha County,Nebraska,102,45
1706,Kimball County,Nebraska,115,58
1707,Knox County,Nebraska,292,66
1708,Lancaster County,Nebraska,6001,574
1709,Lincoln County,Nebraska,445,99
1710,Logan County,Nebraska,41,15
1711,Loup County,Nebraska,92,25
1712,McPherson County,Nebraska,64,25
1713,Madison County,Nebraska,758,152
1714,Merrick County,Nebraska,218,65
1715,Morrill County,Nebraska,238,74
1716,Nance County,Nebraska,121,60
1717,Nemaha County,Nebraska,129,54
1718,Nuckolls County,Nebraska,184,73
1719,Otoe County,Nebraska,505,133
1720,Pawnee County,Nebraska,140,45
1721,Perkins County,Nebraska,159,51
1722,Phelps County,Nebraska,181,65
1723,Pierce County,Nebraska,267,54
1724,Platte County,Nebraska,714,132
1725,Polk County,Nebraska,167,45
1726,Red Willow County,Nebraska,240,92
1727,Richardson County,Nebraska,150,57
1728,Rock County,Nebraska,105,35
1729,Saline County,Nebraska,281,82
1730,Sarpy County,Nebraska,3493,369
1731,Saunders County,Nebraska,467,114
1732,Scotts Bluff County,Nebraska,574,159
1733,Seward County,Nebraska,469,117
1734,Sheridan County,Nebraska,203,63
1735,Sherman County,Nebraska,63,23
1736,Sioux County,Nebraska,149,53
1737,Stanton County,Nebraska,173,53
1738,Thayer County,Nebraska,147,42
1739,Thomas County,Nebraska,60,21
1740,Thurston County,Nebraska,135,33
1741,Valley County,Nebraska,169,61
1742,Washington County,Nebraska,465,142
1743,Wayne County,Nebraska,355,110
1744,Webster County,Nebraska,108,33
1745,Wheeler County,Nebraska,101,42
1746,York County,Nebraska,419,100
1747,Churchill County,Nevada,322,105
1748,Clark County,Nevada,37797,1435
1749,Douglas County,Nevada,1654,262
1750,Elko County,Nevada,799,277
1751,Esmeralda County,Nevada,40,28
1752,Eureka County,Nevada,43,39
1753,Humboldt County,Nevada,431,179
1754,Lander County,Nevada,51,48
1755,Lincoln County,Nevada,146,96
1756,Lyon County,Nevada,615,164
1757,Mineral County,Nevada,88,65
1758,Nye County,Nevada,508,181
1759,Pershing County,Nevada,109,86
1760,Storey County,Nevada,55,41
1761,Washoe County,Nevada,10070,612
1762,White Pine County,Nevada,79,74
1763,Carson City,Nevada,731,174
1764,Belknap County,New Hampshire,1585,269
1765,Carroll County,New Hampshire,1574,284
1766,Cheshire County,New Hampshire,3630,380
1767,Coos County,New Hampshire,927,160
1768,Grafton County,New Hampshire,2511,310
1769,Hillsborough County,New Hampshire,14040,847
1770,Merrimack County,New Hampshire,5517,426
1771,Rockingham County,New Hampshire,11636,845
1772,Strafford County,New Hampshire,2784,337
1773,Sullivan County,New Hampshire,1058,159
1774,Atlantic County,New Jersey,3583,404
1775,Bergen County,New Jersey,21774,1007
1776,Burlington County,New Jersey,8856,513
1777,Camden County,New Jersey,8583,581
1778,Cape May County,New Jersey,1717,233
1779,Cumberland County,New Jersey,1334,292
1780,Essex County,New Jersey,14248,739
1781,Gloucester County,New Jersey,5565,481
1782,Hudson County,New Jersey,10561,752
1783,Hunterdon County,New Jersey,5777,604
1784,Mercer County,New Jersey,8815,747
1785,Middlesex County,New Jersey,17423,1145
1786,Monmouth County,New Jersey,17202,904
1787,Morris County,New Jersey,14727,943
1788,Ocean County,New Jersey,12688,880
1789,Passaic County,New Jersey,7703,668
1790,Salem County,New Jersey,828,144
1791,Somerset County,New Jersey,10181,702
1792,Sussex County,New Jersey,4081,377
1793,Union County,New Jersey,10287,710
1794,Warren County,New Jersey,2497,299
1795,Bernalillo County,New Mexico,14486,892
1796,Catron County,New Mexico,97,76
1797,Chaves County,New Mexico,780,183
1798,Cibola County,New Mexico,631,148
1799,Colfax County,New Mexico,206,79
1800,Curry County,New Mexico,278,94
1801,De Baca County,New Mexico,59,42
1802,Doña Ana County,New Mexico,3755,700
1803,Eddy County,New Mexico,442,145
1804,Grant County,New Mexico,584,214
1805,Guadalupe County,New Mexico,21,19
1806,Harding County,New Mexico,30,17
1807,Hidalgo County,New Mexico,107,53
1808,Lea County,New Mexico,602,180
1809,Lincoln County,New Mexico,558,253
1810,Los Alamos County,New Mexico,235,91
1811,Luna County,New Mexico,382,148
1812,McKinley County,New Mexico,2114,253
1813,Mora County,New Mexico,126,106
1814,Otero County,New Mexico,837,212
1815,Quay County,New Mexico,188,90
1816,Rio Arriba County,New Mexico,,
1817,Roosevelt County,New Mexico,145,77
1818,Sandoval County,New Mexico,3165,352
1819,San Juan County,New Mexico,1496,265
1820,San Miguel County,New Mexico,908,247
1821,Santa Fe County,New Mexico,5746,530
1822,Sierra County,New Mexico,151,79
1823,Socorro County,New Mexico,236,172
1824,Taos County,New Mexico,1640,390
1825,Torrance County,New Mexico,662,256
1826,Union County,New Mexico,52,38
1827,Valencia County,New Mexico,1360,316
1828,Albany County,New York,5307,540
1829,Allegany County,New York,588,95
1830,Bronx County,New York,18258,1113
1831,Broome County,New York,2599,316
1832,Cattaraugus County,New York,1004,147
1833,Cayuga County,New York,1223,152
1834,Chautauqua County,New York,2078,281
1835,Chemung County,New York,788,136
1836,Chenango County,New York,1046,230
1837,Clinton County,New York,955,188
1838,Columbia County,New York,1978,281
1839,Cortland County,New York,968,163
1840,Delaware County,New York,1343,241
1841,Dutchess County,New York,8395,605
1842,Erie County,New York,13423,852
1843,Essex County,New York,1050,208
1844,Franklin County,New York,1091,193
1845,Fulton County,New York,397,140
1846,Genesee County,New York,728,140
1847,Greene County,New York,963,189
1848,Hamilton County,New York,64,27
1849,Herkimer County,New York,1176,177
1850,Jefferson County,New York,2737,645
1851,Kings County,New York,52118,1449
1852,Lewis County,New York,564,144
1853,Livingston County,New York,1070,167
1854,Madison County,New York,1815,271
1855,Monroe County,New York,14569,975
1856,Montgomery County,New York,880,192
1857,Nassau County,New York,27198,1275
1858,New York County,New York,60494,2129
1859,Niagara County,New York,2693,357
1860,Oneida County,New York,4489,496
1861,Onondaga County,New York,9040,593
1862,Ontario County,New York,2479,326
1863,Orange County,New York,9093,800
1864,Orleans County,New York,564,130
1865,Oswego County,New York,1649,234
1866,Otsego County,New York,1418,234
1867,Putnam County,New York,2559,411
1868,Queens County,New York,28423,1341
1869,Rensselaer County,New York,2778,317
1870,Richmond County,New York,5301,524
1871,Rockland County,New York,7230,538
1872,St. Lawrence County,New York,2143,316
1873,Saratoga County,New York,7054,580
1874,Schenectady County,New York,2311,351
1875,Schoharie County,New York,663,147
1876,Schuyler County,New York,503,149
